"","postcode_clean","Respondents","1. Do you give your consent to take part in this study?","2. What is your current age in years?","3. What is your gender?","4. Do you currently live in the UK?","5. What are the first 3 digits of your postcode? (e.g., HU5, YO1).","6. Please click the item that best describes the neighbourhood you live in:","7. Are you a member of an environmental charity or community group? (i.e., RSPB, ""Friends of"" group)","8. Do you participate in any form of nature recording? (e.g., via apps iNaturalist, Seek, Merlin or as an amateur naturalist)","9.1. 1. I always find beauty in nature.","9.2. 2. I always treat nature with respect.","9.3. 3. Being in nature makes me very happy.","9.4. 4. Spending time in nature is very important to me.","9.5. 5. I find being in nature really amazing.","9.6. 6. I feel part of nature.","10. How often do you visit blue spaces?","10.1. Rivers, canals and dykes","10.2. Park lakes","10.3. Coastal areas","10.4. Estuaries","10.5. Marinas","11. Have you heard of the term ""rewilding""?","12.1. Cities should have more blue spaces","12.2. Blue spaces are important for nature","12.3. Blue spaces in the UK are in poor condition","12.4. Blue spaces are important for my health and wellbeing","12.5. We should “rewild” UK blue spaces","13. Do you carry out any of these activities around blue spaces?","14. In three words describe a blue space in your local area","15. In three words describe a ""wild"" blue space in your local area","16. What wildlife have you seen around blue spaces?","17. What types of wildlife would you like to see more of?","18. Would you consider providing a blue space (e.g., large nature pond or mini bucket pond) in your garden, allotment or other available outdoor space?","19. How would you improve blue spaces for people and nature?","Start Date","Completion Date","X","Y","fid","postcode","positional","country_co","nhs_region","nhs_ha_cod","admin_coun","admin_dist","admin_ward"
"98","HU17","Respondent 157","I give consent to take part in this study",55,"Female","Yes","Hu17","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","2","2","1. completely Agree","2","2","3",NA,"Weekly","Every 6 months","Monthly","Every 6 months","Once a year","Yes","Strongly agree","Strongly agree","Partially agree","Strongly agree","Strongly agree","Dog walking","Canal, peaceful, wildlife","There isn’t one","Ducks, blackbird, house sparrows","Kingfisher, great otter, pole cat, stoat, weasel","I already do","Make them bigger and give instructions to people on what we could do to help them thrive","2025-04-21 11:54:33 UTC","2025-04-21 12:03:36 UTC",503546,439536,673609,"HU17 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001705"
"99","HU17","Respondent 2","I give consent to take part in this study",43,"Female","Yes","Hu17","Suburban (i.e., mostly houses, located just outside a city or town)","No","Yes","7. completely Disagree","7. completely Disagree","7. completely Disagree","7. completely Disagree","7. completely Disagree","5",NA,"Every 6 months","Every 6 months","Once a year","Once a year","Once a year","Yes","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Nature watching,Photography,Rock pooling","Managed village pond","River Hull wildlife","Plenty of birdlife (songbirds, ducks, waders, rails, kingfisher etc), rats, water voles, rabbits, deer, loads of invertebrates (dragon and damselflies, pond skaters, midges, flies etc), frogs, newts, grass snake","All of it, more often","Maybe, I would consider providing a blue space with more information or assistance","Make them wilder (tree and shrub cover for wildlife, and encourage plants and fallen branches within the water for the same reasons), but with access points. Stop clearing them out and controlling them.","2025-03-07 07:14:32 UTC","2025-03-07 07:34:47 UTC",503546,439536,673609,"HU17 0AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001705"
"100","HU18","Respondent 174","I give consent to take part in this study",60,"Female","Yes","Hu18","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","2",NA,"Monthly","Once a year","Weekly","Every 6 months","Every 6 months","Yes","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Nature watching,Exercise (e.g., walking, kayaking, swimming)","Beach sea space","Rocks sand waves","Dolphins sanderlings Puffins guillemots warblers chifchaff deer  wagtails gulls sparrows black caps  butterflies seals","Everything ...I'd like to see more sea weed and wind life on the beach but we don't have rock pools","I already do","Accessibility ....make them near, make them for everyone not too remote . Public transport","2025-05-14 18:35:45 UTC","2025-05-14 18:41:38 UTC",520243,447669,676003,"HU18 1AB",10,"E92000001","E19000001","E18000003","","E06000011","E05001703"
"101","HU18","Respondent 204","I give consent to take part in this study",63,"Female","Yes","Hu18","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","2",NA,"Weekly","Monthly","Weekly","Weekly","Monthly","Yes","Strongly agree","Strongly agree","Partially agree","Strongly agree","Strongly agree","Dog walking,Exercise (e.g., walking, kayaking, swimming)","The beach sea","Sandy beach seA","Birds seals","Everything","I would if I had the space","Have more and larger","2025-05-21 15:25:01 UTC","2025-05-21 15:27:54 UTC",520243,447669,676003,"HU18 1AB",10,"E92000001","E19000001","E18000003","","E06000011","E05001703"
"102","HU18","Respondent 207","I give consent to take part in this study",58,"Female","Yes","HU18","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Weekly","Weekly","Never","Once a year","No","Strongly disagree","Strongly disagree","Partially agree","Strongly agree","Agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Photography","Peaceful, relaxing, beautiful","Overgrown, untidy, pollution","Rabbits, birds, squirrels","Badgers, frogs, beavers","I would if I had the space","Footpaths, car park, nature trail","2025-05-21 16:31:00 UTC","2025-05-21 16:43:01 UTC",520243,447669,676003,"HU18 1AB",10,"E92000001","E19000001","E18000003","","E06000011","E05001703"
"103","HU18","Respondent 39","I give consent to take part in this study",53,"Male","Yes","HU18","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","2",NA,"Every 6 months","Every 6 months","Weekly","Every 6 months","Once a year","Yes","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Nature watching,Rock pooling","Sea, waves, tide","Sea, waves, tide","Gulls and other seabirds, marine and freshwater invertebrates, reedbeds, evidence of otters","Woodland wildlife","Maybe, I would consider providing a blue space with more information or assistance","Better protection for habitats and water quality","2025-04-05 13:30:17 UTC","2025-04-05 13:37:54 UTC",520243,447669,676003,"HU18 1AB",10,"E92000001","E19000001","E18000003","","E06000011","E05001703"
"104","HU18","Respondent 201","I give consent to take part in this study",55,"Female","Yes","Hu18","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","3",NA,"Every 6 months","Monthly","Weekly","Every 6 months","Every 6 months","No","Strongly agree","Strongly agree","Partially agree","Strongly agree","Agree","Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Rock pooling","Energetic, vibrant, calming","Exciting, adventurous, peaceful","Birds, fish, seals","Not sure","No","Not sure","2025-05-21 13:07:19 UTC","2025-05-21 13:14:26 UTC",520243,447669,676003,"HU18 1AB",10,"E92000001","E19000001","E18000003","","E06000011","E05001703"
"105","HU2","Respondent 17","I give consent to take part in this study",42,"Female","Yes","hu2","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","2","1. completely Agree","2","1. completely Agree","2","2",NA,"Weekly","Weekly","Weekly","Weekly","Weekly","Yes","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Exercise (e.g., walking, kayaking, swimming)","loud with geese","Brown but beautiful","geese, seagulls, peahens (?)","birds, dolphins, seals","Maybe, I would consider providing a blue space with more information or assistance","stop emptying sewage and chemicals into them","2025-03-16 16:27:47 UTC","2025-03-16 16:33:32 UTC",510075,429758,677378,"HU2 0AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011529"
"106","HU2","Respondent 74","I give consent to take part in this study",51,"Male","Yes","Hu2","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","2","3",NA,"Weekly","Monthly","Monthly","Weekly","Weekly","Yes","Strongly agree","Strongly agree","Partially agree","Agree","Agree","Photography,Feeding wildlife (e.g., ducks, fish)","Polluted large accessible","Uninvested urban accessible","Birds","Birds fish","I already do","Investment. Repair riverside access","2025-04-15 10:19:13 UTC","2025-04-15 10:23:32 UTC",510075,429758,677378,"HU2 0AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011529"
"107","HU3","Respondent 248","I give consent to take part in this study",61,"Female","Yes","HU3","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","Yes","2","2","1. completely Agree","2","2","2",NA,"Every 6 months","Every 6 months","Monthly","Monthly","Every 6 months","Yes","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Nature watching,Photography","Pearson Park Pond","amazing Humber estuary","seals, porpoises, curlew, oyster catchers, goldfinches, short-eared owls, corvids, gulls, songbirds, starlings, swifts and martins, insects, butterflies, bees and wasps, flies, ladybirds, sea birds, mice, rats, ducks, geese, all kinds of flora, rabbits, so much!","voles, otters, all types really","Maybe, I would consider providing a blue space with more information or assistance","More/better education about their value and the wildlife they support, although appreciate the work already being done; make them more accessible; recruit guides/champions; ensure blue spaces are kept clean; enforce water quality standards; regular, specific weekend opportunities to volunteer","2025-05-23 11:51:50 UTC","2025-05-23 12:02:19 UTC",508803,429411,677789,"HU3 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011529"
"108","HU3","Respondent 50","I give consent to take part in this study",61,"Female","Yes","HU3","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Monthly","Every 6 months","Weekly","Weekly","Yes","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography,Feeding wildlife (e.g., ducks, fish),Pond dipping,Rock pooling","Necessary, beautiful and fascinating","Lively untamed fascinating","Birds, fish, frogs, newts, damselflies, butterflies, bees,","Tiny mammals + bigger ones","I already do","Rewild lord line area & refurbish building as intended plus as a cafe for walkers along the Humber","2025-04-10 06:31:47 UTC","2025-04-10 06:37:24 UTC",508803,429411,677789,"HU3 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011529"
"109","HU3","Respondent 188","I give consent to take part in this study",54,"Male","Yes","HU3","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","2","2","1. completely Agree","3","3","3",NA,"Weekly","Monthly","Weekly","Every 6 months","Monthly","Yes","Agree","Agree","Partially agree","Agree","Agree","Dog walking,Photography","Local marina","County park","Birds","Mammals","I already do","Become more accessible and provide activities to entice people to visit","2025-05-20 15:31:18 UTC","2025-05-20 15:35:02 UTC",508803,429411,677789,"HU3 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011529"
"110","HU3","Respondent 31","I give consent to take part in this study",52,"Male","Yes","Hu3","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","No","2","1. completely Agree","1. completely Agree","2","1. completely Agree","1. completely Agree",NA,"Monthly","Monthly","Monthly","Every 6 months","Every 6 months","Yes","Agree","Strongly agree","Agree","Agree","Agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography","poor  not attractive","Very poor","Nature","Nature ,birds","I would if I had the space","Keep clean","2025-04-02 19:30:57 UTC","2025-04-02 19:40:47 UTC",508803,429411,677789,"HU3 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011529"
"111","HU3","Respondent 217","I give consent to take part in this study",32,"Male","Yes","Hu3","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","Yes","1. completely Agree","2","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Monthly","Every 6 months","Once a year","Never","Yes","Strongly agree","Strongly agree","Agree","Agree","Agree","Nature watching,Photography,Rock pooling","Good for wildlife","Good for wildlife!,","Water plants, birds, fungi, insects, etc","All!","I would if I had the space","More understanding of how to provide a good habitat, alongside a nice place to visit so that people are invested.","2025-05-22 13:21:57 UTC","2025-05-22 13:25:50 UTC",508803,429411,677789,"HU3 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011529"
"112","HU3","Respondent 178","I give consent to take part in this study",27,"Female","Yes","HU3","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","3",NA,"Weekly","Monthly","Monthly","Every 6 months","Monthly","Yes","Agree","Agree","Partially agree","Agree","Agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography","Calm, open inviting","Overgrown, nature, beauty","Birds, fish bugs","Birds and land animals such as otters","I would if I had the space","Planting more flowers","2025-05-19 10:47:06 UTC","2025-05-19 10:52:10 UTC",508803,429411,677789,"HU3 1AA",10,"E92000001","E19000001","E18000003","","E06000010","E05011529"
